"Средняя зарплата","published_at","salary_from Замена","salary_to Замена","дата без времени","id","name","has_test","response_letter_required","salary_currency","created_at","parsed_at","url","employer_name","description","alternate_url","area_id","area_name","salary_from Заменен","salary_to Заменен","salary_gross"
"47500","2020-05-02 19:57:10+00","35000","60000","","35190659","Бизнес-аналитик 1С","","","RUR","2020-05-02 19:57:10+00","2020-05-03 07:00:36.581754+00","https://api.hh.ru/vacancies/35190659?host=hh.ru","ТИТАН-2, холдинг","<p><strong>Обязанности:</strong></p> <ul> <li>поддержка пользователей 1С</li> <li>формулирование требований к разрабатываемым модулям в виде ТЗ. схем, описаний бизнес-процессов</li> </ul> <strong>Требования:</strong> <ul> <li>высшее образование</li> <li>опыт работы в программных продуктах 1С ( УПП, УТ, КА)</li> <li>знание /опыт работы в прикладных областях : снабжение ТМЦ в строительной организации, учет СМР (сметное дело)</li> <li>знание английского языка будет являться преимуществом</li> </ul> <strong>Условия:</strong> <ul> <li> <p>работа в одной из самых крупных и динамично развивающихся компаний в России</p> </li> <li> <p><strong>Рабочее место в г.Сосновый Бор</strong></p> </li> <li> <p>полностью официальное трудоустройство и &quot;белая&quot; заработная плата</p> </li> <li> <p>уровень дохода обсуждается индивидуально</p> </li> <li> <p>график работы: 5/2 с 08:30 до 17:15</p> </li> </ul>","https://hh.ru/vacancy/35190659","2","Санкт-Петербург","","","FALSE"
"180000","2020-03-20 14:25:26+00","0","180000","","35906689","Бизнес-аналитик","","","RUR","2020-03-20 14:25:26+00","2020-03-20 14:57:20.586872+00","https://api.hh.ru/vacancies/35906689?host=hh.ru","Авилон Автомобильная Группа","<p><strong>Обязанности:</strong></p> <ul> <li> <p>Сбор и анализ бизнес требований;</p> </li> <li> <p>Проработка и формализация требований;</p> </li> <li> <p>Подготовка функциональной архитектуры решения;</p> </li> <li> <p>Формирование ТЗ на разработку;</p> </li> <li> <p>Разработка ПМИ и внутреннее тестирование;</p> </li> <li> <p>Подготовка технической и пользовательской документации;</p> </li> <li> <p>Консультирование технической поддержки.</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Знание основных нотаций описания бизнес-процессов</li> <li>Умение составлять документацию (желательно предъявить примеры подготовленных документов)</li> <li>Уверенные навыки письменной и устной коммуникации</li> <li>Желательно опыт работы в роли аналитика 1С в средних и крупных торгово-производственных компаниях – от 2 лет</li> <li>Желательно знание типовой 1С:ERP v2</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>График работы 5/2 с 9:00 до 18:00;</li> <li>Официальное трудоустройство в штат компании в соответствии с ТК РФ;</li> <li>Место работы: м. Текстильщики (в шаговой доступности от метро);</li> <li>Оплачиваемые отпуска (28 календарных дней) и больничные листы;</li> <li>Уровень заработной платы обсуждается по итогам собеседования;</li> <li>Зарплатный проект со Сбербанком, выплаты 2 раза в месяц;</li> <li>Хорошие возможности профессионального и карьерного развития;</li> <li>Скидки на покупку автомобилей брендов компании и сервисное обслуживание;</li> <li>Корпоративные тарифы на программы ДМС и мобильную связь;</li> <li>Скидки для сотрудников и членов их семей от партнеров компании (фитнес-клубы, туроператоры и др.);</li> <li>Льготные условия на кредитование от банков партнеров;</li> <li>Специальные условия на покупку квартир от партнеров застройщиков</li> </ul>","https://hh.ru/vacancy/35906689","1","Москва","1","","TRUE"
"135000","2020-03-24 08:06:32+00","120000","150000","","36348132","Бизнес-аналитик","","","RUR","2020-03-24 08:06:32+00","2020-03-25 02:57:30.234108+00","https://api.hh.ru/vacancies/36348132?host=hh.ru","АйТи Гео, ООО (IT GEO)","<p>Мы разработали и теперь развиваем платформу управления Умным городом, объединяющую геоинформационную систему и технологии машинного обучения.</p> <p>А еще: создаем трехмерные модели городов и развиваем BPM систему в сфере управления имуществом.</p> <p>Мы работаем с масштабными проектами - наша система аккумулирует данные более чем из 20 источников и на текущий момент объем данных составляет 30 000 таблиц и более миллиарда строк.</p> <p>У нас амбициозные планы на развитие функционала платформы, но их нужно собрать, систематизировать и описать, поэтому мы ищем бизнес-аналитика, которому интересно погрузиться в специфику BPM систем и есть желание развиваться в области аналитики.</p> <p><strong>Основные задачи</strong></p> <ul> <li>Обеспечение выполнения работ выделенными в проекты ресурсами, в рамках утвержденных параметров проектов (сроки, бюджет, качество)</li> <li>Сбор требований с заказчиков (наш основной заказчик - правительство Москвы).</li> <li>Построение и визуализация бизнес-процессов, алгоритмов, потоков данных.</li> <li>Моделирование бизнес–процессов и пользовательских сценариев.</li> <li>Анализ данных на непротиворечивость, выявление спорных (проблемных) моментов, анализ влияния изменений на текущие процессы в проектах.</li> <li>Описание требований и архитектуры проектов.</li> <li>Формулирование бизнес-требований в задачи для разработчиков.</li> <li>Постановка задач на разработку в Jira, контроль сроков выполнения.</li> <li>Презентация выполненных задач заказчикам.</li> <li>Поддержание документации в актуальном состоянии.</li> </ul> <p><strong>Что у вас будет, если присоединиться к нашей команде?</strong></p> <ul> <li>Нетривиальные задачи: мы именно та компания, в которой применяются базовые знания алгоритмов (например, мы разработали и применяем собственные алгоритмы трехмерного моделирования и не только).</li> <li>Уникальный опыт работы: возможность поучаствовать в разработке сложных, больших приложений и геоинформационных систем.</li> <li>Профессиональное развитие: можно будет развиваться в направлении оптимизации баз данных и разработки структуры хранения данных.</li> <li>Адекватное отношение руководства к рабочему процессу: у нас нет дресс-кода, бюрократии и руководителей ради руководства, мы рационально подходим к принятию решений и организации рабочего взаимодействия.</li> <li>Технически сильную команду: мы не просто пишем код или используем готовые решения, а разбираемся в тех технологиях, которые планируем использовать и адаптируем под наши задачи. В команде есть другие аналитики, которые готовы поддержать словом и делом.</li> </ul> <p><strong>Условия работы</strong></p> <ul> <li>Белая заработная плата в вилке 150-170К на руки, уровень готовы обсуждать с каждым кандидатом отдельно.</li> <li>Новый офис в пешей доступности (идти 5 минут) от метро Бауманская.</li> <li>График работы с 09:00 до 18:00.</li> <li>Собственный и уникальный для рынка продукт.</li> </ul> <p><strong>Нам важно</strong></p> <ul> <li>Актуальный опыт работы от 2 лет.</li> <li>Опыт работы с заказчиками из гос.органов.</li> <li>Опыт написания функциональных и технических требований к разрабатываемой системе, согласования документации с заказчиками и разработчиками.</li> <li>Умение писать SQL запросы к БД.</li> </ul> <p><br />Все возникающие вопросы можно написать в сопроводительном письме, и мы с радостью на них ответим.</p>","https://hh.ru/vacancy/36348132","1","Москва","","","FALSE"
"145000","2020-03-23 07:39:27+00","130000","160000","","36227289","Менеджер проекта/ бизнес-аналитик","","","RUR","2020-03-23 07:39:27+00","2020-03-24 10:57:50.805861+00","https://api.hh.ru/vacancies/36227289?host=hh.ru","Lenvendo","<p><em><strong>Lenvendo </strong>на протяжении 15 лет занимается созданием, развитием и поддержкой крупнейших в России eCommerce - проектов.</em></p> <p><em>В числе наших клиентов: Эльдорадо, Мвидео, МТС, Goods.ru и другие лидеры рынка.</em></p> <p><em>В связи с запуском новых масштабных проектов, мы ищем в свою команду <strong>Менеджер проекта/ бизнес- аналитика</strong></em></p> <p><em>Основные задачи — обеспечить полный цикл работ по проекту, а именно:</em></p> <ul> <li><em>Формирование бизнес- требований от заказчика;</em></li> <li><em>Разработка технического задания и документации по проекту;</em></li> <li><em>Координация процесса разработки</em></li> <li><em>Организация приемо-сдаточных работ.</em></li> </ul> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>Коммуникация с заказчиком;</li> <li>Сбор и формализация бизнес- требований;</li> <li>Анализ, моделирование и описание бизнес-процессов, написание технических заданий / user stories;</li> <li>Оценка трудозатрат, планирование работ, управление внутренней командой проекта;</li> <li>Ведение базы знаний и истории хода выполнения проектов, предоставление отчетности по результатам работ.</li> </ul> <p><br /><strong>Требования:</strong></p> <ul> <li>Опыт работы в качестве МП / аналитика от 2х лет;</li> <li>Опыт (и желание) развиваться и работать над крупными проектами в сфере eCommerce;</li> <li>Понимание принципов и этапов разработки web-проектов и используемых в них технологий;</li> <li>Навык эффективного управления командой проекта (2 – 15 чел.);</li> <li>Опытом проектирования сложной бизнес-логики;</li> <li>Навыки обследования, сбора и формализации бизнес- требований, написания технической документации;</li> <li>Умение (и желание) общаться с людьми, грамотная устная и письменная речь;</li> <li>Аналитический склад ума, умение выделять главное из потока информации;</li> <li>Системность, аккуратность, пунктуальность;</li> <li>Самостоятельность, ориентация на результат.</li> </ul> <p><br /><strong>Условия:</strong></p> <ul> <li>Интересные и амбициозные проекты федерального уровня;</li> <li>Полностью «белый» доход, оформление и социальный пакет в соответствии с ТК РФ;</li> <li>Обсуждаемый график работы с 9 до 18, либо с 10 до 19;</li> <li>Уровень дохода обсуждается на собеседовании по итогам тестового задания;</li> <li>Возможности для профессионального роста;</li> <li>Молодой и дружный коллектив, офис в 5 минутах ходьбы от м. Тушинская;</li> <li>При желании возможность регулярных командировок в головной офис в Санкт-Петербург.</li> </ul>","https://hh.ru/vacancy/36227289","1","Москва","","","FALSE"
"125000","2020-03-23 12:21:41+00","100000","150000","","35944983","Бизнес-аналитик","","","RUR","2020-03-23 12:21:41+00","2020-03-24 06:57:49.502755+00","https://api.hh.ru/vacancies/35944983?host=hh.ru","БАРС Груп","<p>БАРС Груп - это Российский производитель ИТ-решений для государственного и корпоративного сектора. Мы активно развиваемся и у нас есть много идей, которые помогут БАРС Груп стать еще лучше, а наших клиентов сделают ещё счастливее. Чтобы проработать эти идеи и в будущем только совершенствовать наш продукт, ищем единомышленников, а именно - бизнес-аналитика на крупный проект.</p> <p><strong>Что надо делать:</strong></p> <ul> <li>Изучать нормативно-правовые акты по проекту;</li> <li>Обследовать и анализировать предметную область, писать документацию по результатам обследования, формировать предложения по оптимизации и изменению бизнес-процессов;</li> <li>Общаться с представителями заказчика;</li> <li>Писать технические задания и частные технические задания, проектную документацию;</li> <li>Ставить задачи на разработку/доработку программного обеспечения;</li> <li>Участвовать в тестировании разработанного программного обеспечения;</li> <li>Демонстрировать разработанное программное обеспечение Заказчику и обучать сотрудников Заказчика (по необходимости).</li> </ul> <p><br /><strong>Ты подойдёшь, если:</strong></p> <ul> <li>Имеешь высшее техническое образование и аналитический/математический склад ума;</li> <li>Умеешь декомпозировать задачи;</li> <li>Понимаешь основы программирования, проектирования, разработки, документирования программного обеспечения;</li> <li>Умеешь формализовать бизнес-процессы;</li> <li>Умеешь работать с готовыми техническими заданиями и писать технические задания на доработку системы;</li> <li>Будет здорово если ты знаешь ГОСТ 34 и основы работы с СУБД, понимаешь или использовал нотации (IDEF, BPMN).</li> </ul> <p><br /><strong>Каким будет БАРС для тебя:</strong></p> <ul> <li>Компанией, которая нацелена на качественное развитие своих специалистов;</li> <li>Ты сможешь окунуться в сложные, но очень интересные задачи, которые прокачают твои навыки и компетенции;</li> <li>То самое чувство команды, которая летит впереди рынка и, при этом, успевает жить яркой корпоративной жизнью;</li> <li>Конечно же все стандартные вещи в виде крутого офиса и различных корпоративных &quot;плюшек&quot;, полностью официального оформления и комфортной заработной платы.</li> </ul>","https://hh.ru/vacancy/35944983","1","Москва","","","FALSE"
"85000","2020-04-30 13:06:10+00","70000","100000","","36560772","Junior IT Бизнес-аналитик","","","RUR","2020-04-30 13:06:10+00","2020-05-03 11:00:38.925287+00","https://api.hh.ru/vacancies/36560772?host=hh.ru","Мидлэнд Ритейл Груп","<p><strong>Кто мы:</strong></p> <p>Мы команда социальной сети <strong>Noomeera</strong>! Каждый день мы ведем активную работу над улучшением одной из крупнейших социальных сетей России - <strong>Noomeera</strong>. Сеть доступна на мобильных платформах IOS и Android. Проекту уже более 7 лет, впереди у нас большие планы и много работы, в связи с чем мы увеличиваем наш штат сотрудников различного профиля и будем очень рады видеть Вас в нашей большой и дружной компании!</p> <p><strong>Социальная сеть Noomeera ищет в продуктовую команду талантливого junior/middle аналитика. Если Вы вдумчивый и активный, и Вам интересно участвовать в создании новых функций и продуктов, то мы будем рады видеть Вас в нашей команде.</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Собирать, анализировать и документировать бизнес-требования. Участвовать в проектировании и запуске новых фичей и продуктов компании;</li> <li>Общаться Product Owner&#39;ом, дизайнерами, маркетологами и разработчиками;</li> <li>Составлять технические задания и другую проектную документацию;</li> <li>Принимать участие в реализации/тестировании и устранении ошибок разработанного функционала;</li> <li>Участвовать совместно с дизайнерами в проектировании UX/UI дизайна системы;</li> <li>Прогнозировать рост и падение показателей продукта, поведения пользователей;</li> <li>Проверять продуктовые гипотезы для роста ключевых метрик продукта;</li> <li>Визуализировать полученные результаты.</li> </ul> <strong>Что для нас важно:</strong> <ul> <li>Опыт работы бизнес и/или системным аналитиком;</li> <li>Обязателен опыт работы в ИТ;</li> <li>Обязателен опыт разработки технических заданий;</li> <li>Желательны знания в области мобильной разработки, понимание архитектуры iOS, Android приложений;</li> <li>Умения видеть за цифрами причины и суть явлений и выделять главное;</li> <li>Умение систематизировать и визуализировать результаты своей работы;</li> <li>Желателен опыт работы с БД (написание SQL-запросов).</li> </ul> <p><strong>Мы предлагаем: </strong></p> <ul> <li> <p>Офис в пешей доступности от Метро “Парк Культуры“;</p> </li> <li> <p>Гибкий график;</p> </li> <li>Лояльное руководство;</li> <li>Отсутствие дресс-кода;</li> <li> <p>Все необходимое для продуктивной работы: кофе, чай, и др;</p> </li> <li> <p>Молодой, дружный коллектив;</p> </li> <li> <p>График работы: 5/2;</p> </li> <li> <p><strong>Высокую белую зарплату</strong> <em>(обсуждается с финальным кандидатом)</em>, оформление строго по ТК РФ с первого рабочего дня в компании;</p> </li> <li>Интересные амбициозные задачи, работу в команде профессионалов;</li> <li>Возможность влиять на процессы внутри компании. Мы рады твоим полезным идеям!</li> </ul>","https://hh.ru/vacancy/36560772","1","Москва","","","FALSE"
"100000","2020-03-22 14:43:11+00","70000","130000","","36145584","Бизнес-аналитик Creatio","","","RUR","2020-03-22 14:43:11+00","2020-03-23 02:58:11.68713+00","https://api.hh.ru/vacancies/36145584?host=hh.ru","Матиксон","<p><strong>Кто мы?</strong></p> <p>Компания Maticson – это мультивендорный интегратор CRM-систем. В наш портфель партнеров входят такие IT бренды как Terrasoft (Creatio), Bitrix24, amoCRM, RetailCRM, Elma и др. Мы применяем всю свою экспертизу и профессионализм, чтобы найти и внедрить наиболее подходящее каждой компании индивидуальное решение для автоматизации ее процессов независимо от размера и сферы бизнеса.</p> <p>Мы ищем профессионала в области бизнес-аналитики на платформе CRM Creatio. Активного и вдумчивого, работающего на перспективу, для которого аналитика - не просто работа, а призвание. Нам нужен умелый организатор со своими идеями, практическим знаниями в этой области и способностью уделять внимание мелким деталям. Командный игрок, добивающийся поставленных целей, готовый сплотить людей и продемонстрировать личным примером эффективность своей схемы работы.</p> <p><strong>Чем ты будешь заниматься?</strong></p> <ul> <li> <p>Участвовать в проведении анализа действующих бизнес-процессов в каналах продаж, инициировать оптимизации</p> </li> <li> <p>Интервьюировать клиентов</p> </li> <li> <p>Разрабатывать и согласовывать концепции внедрения системы</p> </li> <li> <p>Формировать функциональные требования к системе CRM</p> </li> <li> <p>Осуществлять доработки в соответствии с требованиями бизнеса</p> </li> <li> <p>Формализовывать требования и готовить ТЗ для разработчиков</p> </li> <li> <p>Тестировать реализованный функционал</p> </li> <li> <p>Формировать проектную документацию (план-график / КРП / тест-кейсы)</p> </li> <li> <p>Составлять и проводить обучение по работе с Creatio</p> </li> <li> <p>Вырабатывать решения (системные, технические, процессные) по оптимизации бизнес-процессов</p> </li> <li> <p>Совершенствовать и стандартизировать инструменты и методы бизнес-анализа в рамках работы своего направления</p> </li> <li> <p>Участвовать в управлении IT-проектами</p> </li> <li> <p>Проводить аудит</p> </li> <li> <p>Заниматься системным анализом</p> </li> <li> <p>Разрабатывать и актуализировать инструкции и регламенты по CRM и другим программам</p> </li> <li> <p>Формировать отчетность на основании данных из CRM</p> </li> </ul> <p><strong>Что мы ждем от тебя?</strong></p> <ul> <li> <p>Высшее образование</p> </li> <li> <p>Успешный опыт в IT на аналогичной позиции от двух лет и более</p> </li> <li> <p>Практический опыт работы с CRM Creatio</p> </li> <li> <p>Опыт работы с CRM в качестве тестировщика, разработчика или участника проектной группы</p> </li> <li> <p>Опыт описания, стандартизации и автоматизации бизнес-процессов</p> </li> <li> <p>Постановка и контроль выполнения задач разработчиками</p> </li> <li> <p>Аналитический склад ума, внимательность к деталям</p> </li> <li> <p>Опыт тестирования разработанного функционала и интеграционных связок</p> </li> <li> <p>Обучаемость, дисциплина</p> </li> </ul> <p><strong>Что ты умеешь?</strong></p> <ul> <li> <p>Работа в условиях многозадачности</p> </li> <li> <p>Описание бизнес-процессов</p> </li> <li> <p>Разработка проектной и рабочей документации</p> </li> <li> <p>Понимание Waterfall, Agile подходов к разработке программного обеспечения</p> </li> <li> <p>Базовые знания в области управления проектами</p> </li> <li> <p>Знание проектных технологий</p> </li> <li> <p>Планирование, проектирование и прогнозирование</p> </li> <li> <p>Составление и проведение презентаций</p> </li> <li> <p>Умение работать в команде и быть в ней лидером</p> </li> <li> <p>Умение влиять и убеждать</p> </li> <li> <p>Поддержание хороших взаимоотношений с клиентами</p> </li> <li> <p>Быстрая адаптация к изменениям</p> </li> </ul> <p><strong>Что мы предлагаем?</strong></p> <ul> <li> <p>Интересные проекты</p> </li> <li> <p>Конкурентная заработная плата</p> </li> <li> <p>Дружные, открытые и позитивные коллеги с чувством юмора</p> </li> <li> <p>Стабильная своевременная оплата</p> </li> <li> <p>Комфортные условия и атмосфера для раскрытия лидерских качеств и самореализации</p> </li> <li> <p>Отличная перспектива для успешного карьерного роста</p> </li> <li> <p>Постоянный обмен опытом и развитие компетенции</p> </li> <li> <p>Современный офис около метро Бауманская / Красносельская</p> </li> </ul> <p><strong>Работа с нами – это возможность развить свой профессиональный потенциал, решая нетривиальные задачи в условиях активного корпоративного роста, и получить опыт управления от компетентных проактивных руководителей.</strong></p>","https://hh.ru/vacancy/36145584","1","Москва","","","TRUE"
"110000","2020-03-24 11:36:13+00","100000","120000","","35014102","Бизнес-аналитик","","","RUR","2020-03-24 11:36:13+00","2020-03-25 02:57:30.071723+00","https://api.hh.ru/vacancies/35014102?host=hh.ru","IConsult","<p>В Динамично развивающуюся IT компанию требуется Бизнес-аналитик в команду разработки.</p> <p>Требования:</p> <ul> <li>Опыт работы Бизнес-аналитиком от 1 года.</li> <li>Высшее техническое образование (магистратура или специалитет).</li> <li>Знание и умение применять нотации IDEF, BPMN 2.0, UML.</li> <li>Грамотная письменная и устная речь, умение ясно и доступно излагать информации.</li> <li>Владение деловым этикетом.</li> <li>Аккуратность, дисциплинированность.</li> <li>Стрессоустойчивость.</li> <li>Навыки самообучения и наставничества.</li> <li>Высокий уровень самоорганизованности и самоконтроля.</li> <li>Хорошие коммуникативные навыки.</li> <li>Системный подход к решению задач.</li> <li>Владение методами сбора и работы с требованиями.</li> <li>Навыки работы с нормативной документацией.</li> <li>Стремление развиваться и осваивать новые инструментарии.</li> <li>Расширенное знание цифровых инструментов для работы. (Visio, draw.io, MS Excel, Word, PowerPoint или аналогичное ПО)</li> </ul> <p>Обязанности:</p> <ul> <li>Взаимодействие с внешними и внутренними заказчиками в рамках проектирования, разработки, внедрения и сопровождения проектов;</li> <li>сбор, анализ, моделирование, формализация, документирование бизнес требований &quot;as-is&quot; и &quot;to-be&quot;;</li> <li>участие в проектировании решения, согласование вариантов решения с заказчиком и разработчиками, организация рабочих встреч, фиксация результатов;</li> <li>анализ нормативной базы и сопутствующей технической документации, проектной документации;</li> <li>описание требований в формате User Story;</li> <li>взаимодействие с системными аналитиками и разработчиками в рамках проектирования проекта;</li> <li>управление изменениями в требованиях;</li> <li>ведение переписки с заказчиком;</li> <li>ведение внутренней базы знаний по проектам;</li> </ul> <p>Условия:</p> <ul> <li>Высокий уровень оплаты труда (Оклад от 100 000 + бонусы по результатам успешного выполнения проектов и\или их отдельных этапов).</li> <li>Официальное трудоустройство, полное соблюдение трудового законодательства РФ и дополнительные корпоративные бонусы.</li> <li>Амбициозные задачи, работа в динамично развивающейся компании, в команде профессионалов.</li> <li>Пятидневная рабочая неделя.</li> <li>График работы с 10:00 до 19:00.</li> <li>Офис в пешей доступности от станции метро Аэропорт.</li> <li>Перспективы профессионального и карьерного роста.</li> </ul>","https://hh.ru/vacancy/35014102","1","Москва","","","FALSE"
"35000","2020-03-24 16:23:01+00","30000","40000","","36026960","Стажер бизнес-аналитик","","","RUR","2020-03-24 16:23:01+00","2020-03-27 14:59:35.40045+00","https://api.hh.ru/vacancies/36026960?host=hh.ru","Матиксон","<strong>Обязанности:</strong> <ul> <li> <p>Изучение CRM-платформы</p> </li> <li> <p>Изучение marketplace (готовые решения для реализации бизнес-задач)</p> </li> <li> <p>Изучение нотации BPMN 2.0</p> </li> <li> <p>Изучение проектной методологии</p> </li> <li> <p>Изучение инструментов для работы (система управления проектами, инструменты для отрисовки бизнес-процессов и т. п.)</p> </li> <li> <p>Прохождение аттестации и сертификации по платформам</p> </li> <li> <p>Прохождение экзаменации по инструментам работы и методологии внедрения</p> </li> <li> <p>Прохождение экзаменации по построению бизнес-процессов в нотации BPMN 2.0</p> </li> <li> <p>Настройка CRM-систем штатными средствами платформы на реальных проектах при поддержке и под контролем наставника</p> </li> <li> <p>Прохождение по roadmap вступления в должность младшего бизнес-аналитика</p> </li> <li> <p>Планирование и ведение задач в системе управления проектами</p> </li> </ul> <strong>Требования:</strong> <ul> <li> <p>Высшее образование (желательно техническое / IT / бизнес-аналитика) - аттестат обязателен</p> </li> <li> <p>Нацеленность на развитие в сфере IT</p> </li> <li> <p>Желание развивать экспертизу по системному или бизнес-анализу</p> </li> <li> <p>Отличное знание пакета MS Office – на уровне продвинутого пользователя</p> </li> <li> <p>Грамотная письменная и устная речь</p> </li> <li> <p>Навык конспектирование и систематизации получаемой информации</p> </li> <li> <p>Клиентоориентированность</p> </li> <li> <p>Ориентация на качество</p> </li> <li> <p>Исполнительная дисциплина</p> </li> <li> <p>Умение быстро переключаться между задачами</p> </li> <li> <p>Системное мышление</p> </li> <li> <p>Коммуникабельность</p> </li> <li> <p>Хорошая способность понимания людей</p> </li> <li> <p>Умение прислушиваться и делать выводы</p> </li> <li> <p>Результативность</p> </li> <li> <p>Тактичность</p> </li> <li> <p>Интерес к саморазвитию</p> </li> <li> <p>Самообучаемость</p> </li> </ul> <strong>Условия:</strong> <ul> <li> <p>Интересные проекты</p> </li> <li> <p>Дружные, открытые и позитивные коллеги с чувством юмора</p> </li> <li> <p>Взаимопомощь и взаимоподдержка в команде</p> </li> <li> <p>Стабильная своевременная оплата</p> </li> <li> <p>Комфортные условия и атмосфера для раскрытия лидерских качеств и самореализации</p> </li> <li> <p>Отличная перспектива для успешного карьерного роста</p> </li> <li> <p>Постоянный обмен опытом и развитие компетенции</p> </li> <li> <p>Современный офис около метро</p> </li> </ul>","https://hh.ru/vacancy/36026960","1","Москва","","","FALSE"
"110000","2020-04-17 10:48:09+00","100000","120000","","36625030","Бизнес-аналитик в ИТ компанию Первая Форма","","","RUR","2020-04-17 10:48:09+00","2020-04-17 11:00:52.017269+00","https://api.hh.ru/vacancies/36625030?host=hh.ru","Территория Про","<p>В одной из наших компаний партнеров, которая занимается разработкой и внедрением системы управления класса workflow, предназначенной для автоматизации бизнес-процессов, организации единого информационного пространства для эффективных коммуникаций, обеспечения безопасного хранения и использования корпоративных данных открыта вакансия <strong>Бизнес-аналитик.</strong></p> <p>Обязанности:</p> <ul> <li>Участие в проектах в качестве бизнес-аналитика:</li> <li>Проведение интервью, сбор требований, написание ТЗ по автоматизации процессов</li> <li>Детализация задач на реализацию команде проекта от отдела внедрения (по подготовленному ТЗ) и разработки</li> <li>Мониторинг и контроль выполнения работ командой проекта отдела внедрения и разработки</li> <li>Тестирование реализованного командой проекта функционала</li> <li>Консультирование коллег в рамках своей зоны ответственности</li> <li>Участие в приемо-сдаточных испытаниях</li> <li>Проведение обучения функционала сотрудников Клиента</li> <li>Разработка инструкций, регламентов и другой документации</li> <li>Участие на этапе пресейла в качестве эксперта</li> <li>Подготовка расчетов стоимости проекта</li> <li>Участие во внутренних проектах оптимизации и автоматизации бизнес-процессов</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Системное мышление и аналитический склад ума</li> <li>Опыт работы в части автоматизации бизнес-процессов</li> <li>Владение прикладными инструментами моделирования процессов (MS Visio и др.);</li> <li>Понимание принципов работы web-приложений</li> <li>Грамотная речь</li> </ul> <p><strong>Желательно:</strong></p> <ul> <li>Знание SQL на уровне написания запросов</li> <li>Знание различных конфигураций 1С на уровне понимания архитектуры решения</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Работа в компании-разработчике собственного веб-приложения класса BPM</li> <li>Разнообразные и интересные проекты и задачи</li> <li>Офис – м. Таганская(в пешей доступности от метро)</li> <li>График работы 5\2, дополнительно обсуждается с руководителем возможность удаленной работы после прохождения испытательного срока</li> <li>Оформление согласно ТК РФ, социальные гарантии, выплата больничных и отпускных.</li> <li>Возможен профессиональный рост (ведущий бизнес-аналитик, руководитель проектов, системный аналитик и др.)</li> </ul> <p> </p>","https://hh.ru/vacancy/36625030","1","Москва","","","FALSE"
